week,state,percent_positive,total_antigen_detection_tests,update_dts
2021-01-23,SC,13.333,5.333,2022-12-10-193826
2021-01-30,SC,0,5,2022-12-10-193826
2021-02-06,SC,0,5,2022-12-10-193826
2021-02-13,SC,8.333,5.667,2022-12-10-193826
2021-02-20,SC,8.333,6,2022-12-10-193826
2021-02-27,SC,12.037,7.333,2022-12-10-193826
2021-03-06,SC,3.704,5,2022-12-10-193826
2021-03-13,SC,3.704,4.667,2022-12-10-193826
2021-03-20,SC,8.333,3,2022-12-10-193826
2021-03-27,SC,8.333,4,2022-12-10-193826
2021-04-03,SC,8.333,3,2022-12-10-193826
2021-04-10,SC,0,3.667,2022-12-10-193826
2021-04-17,SC,5.556,4.333,2022-12-10-193826
2021-04-24,SC,5.556,5.667,2022-12-10-193826
2021-05-01,SC,5.556,5.333,2022-12-10-193826
2021-05-08,SC,0,8.333,2022-12-10-193826
2021-05-15,SC,6.061,10.333,2022-12-10-193826
2021-05-22,SC,13.753,13,2022-12-10-193826
2021-05-29,SC,24.864,13,2022-12-10-193826
2021-06-05,SC,24.067,15.667,2022-12-10-193826
2021-06-12,SC,27.244,26.667,2022-12-10-193826
2021-06-19,SC,24.093,44,2022-12-10-193826
2021-06-26,SC,29.941,54.667,2022-12-10-193826
2021-07-03,SC,37.167,74.333,2022-12-10-193826
2021-07-10,SC,43.983,84.333,2022-12-10-193826
2021-07-17,SC,47.346,118,2022-12-10-193826
2021-07-24,SC,42.333,145,2022-12-10-193826
2021-07-31,SC,39.293,160,2022-12-10-193826
2021-08-07,SC,37.421,136.667,2022-12-10-193826
2021-08-14,SC,29.37,92.333,2022-12-10-193826
2021-08-21,SC,25.04,63,2022-12-10-193826
2021-08-28,SC,18.321,52.667,2022-12-10-193826
2021-09-04,SC,19.037,44.667,2022-12-10-193826
2021-09-11,SC,15.796,40,2022-12-10-193826
2021-09-18,SC,14.08,31,2022-12-10-193826
2021-09-25,SC,15.152,36,2022-12-10-193826
2021-10-02,SC,12.787,35,2022-12-10-193826
2021-10-09,SC,16.027,39,2022-12-10-193826
2021-10-16,SC,10.724,31.667,2022-12-10-193826
2021-10-23,SC,15.741,34,2022-12-10-193826
2021-10-30,SC,13.333,35.333,2022-12-10-193826
2021-11-06,SC,14.521,40.333,2022-12-10-193826
2021-11-13,SC,9.342,46,2022-12-10-193826
2021-11-20,SC,5.148,74,2022-12-10-193826
2021-11-27,SC,3.083,114,2022-12-10-193826
2021-12-04,SC,3.172,138.667,2022-12-10-193826
2021-12-11,SC,3.847,142.333,2022-12-10-193826
2021-12-18,SC,3.919,137,2022-12-10-193826
2021-12-25,SC,2.345,164,2022-12-10-193826
2022-01-01,SC,1.419,179,2022-12-10-193826
2022-01-08,SC,1.219,175.667,2022-12-10-193826
2022-01-15,SC,1.423,134.667,2022-12-10-193826
2022-01-22,SC,0.867,101.333,2022-12-10-193826
2022-01-29,SC,0.815,82,2022-12-10-193826
2022-02-05,SC,0.457,85,2022-12-10-193826
2022-02-12,SC,0.913,82.667,2022-12-10-193826
2022-02-19,SC,0.457,89.333,2022-12-10-193826
2022-02-26,SC,0.457,82,2022-12-10-193826
2022-03-05,SC,0,104.667,2022-12-10-193826
2022-03-12,SC,0,95.333,2022-12-10-193826
2022-03-19,SC,0,89,2022-12-10-193826
2022-03-26,SC,0,66.667,2022-12-10-193826
2022-04-02,SC,0,68.667,2022-12-10-193826
2022-04-09,SC,0,73.333,2022-12-10-193826
2022-04-16,SC,0,77.667,2022-12-10-193826
2022-04-23,SC,0,82,2022-12-10-193826
2022-04-30,SC,0,82.333,2022-12-10-193826
2022-05-07,SC,0.529,74.333,2022-12-10-193826
2022-05-14,SC,0.529,78.333,2022-12-10-193826
2022-05-21,SC,0.529,76.333,2022-12-10-193826
2022-05-28,SC,0.749,85,2022-12-10-193826
2022-06-04,SC,2.1,77.667,2022-12-10-193826
2022-06-11,SC,2.774,87.333,2022-12-10-193826
2022-06-18,SC,3.395,82,2022-12-10-193826
2022-06-25,SC,3.167,87,2022-12-10-193826
2022-07-02,SC,3.167,87,2022-12-10-193826
2022-07-09,SC,3.521,101.333,2022-12-10-193826
2022-07-16,SC,4.024,112.667,2022-12-10-193826
2022-07-23,SC,5.159,122.667,2022-12-10-193826
2022-07-30,SC,6.894,119.333,2022-12-10-193826
2022-08-06,SC,6.992,117,2022-12-10-193826
2022-08-13,SC,6.915,99.667,2022-12-10-193826
2022-08-20,SC,4.051,101.667,2022-12-10-193826
2022-08-27,SC,4.549,93,2022-12-10-193826
2022-09-03,SC,6.151,110.667,2022-12-10-193826
2022-09-10,SC,8.067,122,2022-12-10-193826
2022-09-17,SC,10.38,141,2022-12-10-193826
2022-09-24,SC,11.985,142.667,2022-12-10-193826
2022-10-01,SC,13.794,130,2022-12-10-193826
2022-10-08,SC,13.386,116,2022-12-10-193826
2022-10-15,SC,12.071,117,2022-12-10-193826
2022-10-22,SC,16.446,88.667,2022-12-10-193826
2022-10-29,SC,14.28,59.333,2022-12-10-193826
2022-11-05,SC,17.674,19.667,2022-12-10-193826
2022-11-12,SC,8.978,15.667,2022-12-10-193826
2022-11-19,SC,7.018,13,2022-12-10-193826
2022-11-26,SC,2.778,10.667,2022-12-10-193826
2022-12-03,SC,4.167,10.5,2022-12-10-193826
2020-12-12,SD,0,0,2022-12-10-193826
2020-12-19,SD,0,0,2022-12-10-193826
2020-12-26,SD,0,0,2022-12-10-193826
2021-01-02,SD,0,0,2022-12-10-193826
2021-01-09,SD,0,0,2022-12-10-193826
2021-01-16,SD,0,0,2022-12-10-193826
2021-01-23,SD,0,0,2022-12-10-193826
2021-01-30,SD,0,0,2022-12-10-193826
2021-02-06,SD,0,0,2022-12-10-193826
2021-02-13,SD,0,0,2022-12-10-193826
2021-02-20,SD,0,0,2022-12-10-193826
2021-02-27,SD,0,0,2022-12-10-193826
2021-03-06,SD,0,0,2022-12-10-193826
2021-03-13,SD,0,0,2022-12-10-193826
2021-03-20,SD,0,0,2022-12-10-193826
2021-03-27,SD,0,0,2022-12-10-193826
2021-04-03,SD,0,0,2022-12-10-193826
2021-04-10,SD,0,0,2022-12-10-193826
2021-04-17,SD,0,0,2022-12-10-193826
2021-04-24,SD,0,0,2022-12-10-193826
2021-05-01,SD,0,0,2022-12-10-193826
2021-05-08,SD,0,0,2022-12-10-193826
2021-05-15,SD,0,0,2022-12-10-193826
2021-05-22,SD,0,0,2022-12-10-193826
2021-05-29,SD,0,0,2022-12-10-193826
2021-06-05,SD,0,0,2022-12-10-193826
2021-06-12,SD,0,0,2022-12-10-193826
2021-06-19,SD,0,0,2022-12-10-193826
2021-06-26,SD,0,0,2022-12-10-193826
2021-07-03,SD,0,0,2022-12-10-193826
2021-07-10,SD,0,0,2022-12-10-193826
2021-07-17,SD,0,0,2022-12-10-193826
2021-07-24,SD,0,0,2022-12-10-193826
2021-07-31,SD,0,0,2022-12-10-193826
2021-08-07,SD,0,0,2022-12-10-193826
2021-08-14,SD,0,0,2022-12-10-193826
2021-08-21,SD,0,0,2022-12-10-193826
2021-08-28,SD,0,0,2022-12-10-193826
2021-09-04,SD,0,0,2022-12-10-193826
2021-09-11,SD,0,0,2022-12-10-193826
2021-09-18,SD,0,0,2022-12-10-193826
2021-09-25,SD,0,0,2022-12-10-193826
2021-10-02,SD,0,0,2022-12-10-193826
2021-10-09,SD,0,0,2022-12-10-193826
2021-10-16,SD,0,0,2022-12-10-193826
2021-10-23,SD,0,0,2022-12-10-193826
2021-10-30,SD,0,0,2022-12-10-193826
2021-11-06,SD,0,0,2022-12-10-193826
2021-11-13,SD,0,0,2022-12-10-193826
2021-11-20,SD,0,0,2022-12-10-193826
2021-11-27,SD,0,0,2022-12-10-193826
2021-12-04,SD,0,0,2022-12-10-193826
2021-12-11,SD,0,0,2022-12-10-193826
2021-12-18,SD,0,0,2022-12-10-193826
2021-12-25,SD,0,0,2022-12-10-193826
2022-01-01,SD,0,0,2022-12-10-193826
2022-01-08,SD,0,0,2022-12-10-193826
2022-01-15,SD,0,0,2022-12-10-193826
2022-01-22,SD,0,0,2022-12-10-193826
2022-01-29,SD,0,0,2022-12-10-193826
2022-02-05,SD,0,0,2022-12-10-193826
2022-02-12,SD,0,0,2022-12-10-193826
2022-02-19,SD,0,0,2022-12-10-193826
2022-02-26,SD,0,0,2022-12-10-193826
2022-03-05,SD,0,0,2022-12-10-193826
2022-03-12,SD,0,0,2022-12-10-193826
2022-03-19,SD,0,0,2022-12-10-193826
2022-03-26,SD,0,0,2022-12-10-193826
2022-04-02,SD,0,0,2022-12-10-193826
2022-04-09,SD,0,0,2022-12-10-193826
2022-04-16,SD,0,0,2022-12-10-193826
2022-04-23,SD,0,0,2022-12-10-193826
2022-04-30,SD,0,0,2022-12-10-193826
2022-05-07,SD,0,0,2022-12-10-193826
2022-05-14,SD,0,0,2022-12-10-193826
2022-05-21,SD,0,0,2022-12-10-193826
2022-05-28,SD,0,0,2022-12-10-193826
2022-06-04,SD,0,0,2022-12-10-193826
2022-06-11,SD,0,0,2022-12-10-193826
2022-06-18,SD,0,0,2022-12-10-193826
2022-06-25,SD,0,0,2022-12-10-193826
2022-07-02,SD,0,0,2022-12-10-193826
2022-07-09,SD,0,0,2022-12-10-193826
2022-07-16,SD,0,0,2022-12-10-193826
2022-07-23,SD,0,0,2022-12-10-193826
2022-07-30,SD,0,0,2022-12-10-193826
2022-08-06,SD,0,0,2022-12-10-193826
2022-08-13,SD,0,0,2022-12-10-193826
2022-08-20,SD,0,0,2022-12-10-193826
2022-08-27,SD,0,0,2022-12-10-193826
2022-09-03,SD,0,0,2022-12-10-193826
2022-09-10,SD,0,0,2022-12-10-193826
2022-09-17,SD,0,0,2022-12-10-193826
2022-09-24,SD,0,0,2022-12-10-193826
2022-10-01,SD,0,0,2022-12-10-193826
2022-10-08,SD,0,0,2022-12-10-193826
2022-10-15,SD,0,0,2022-12-10-193826
2022-10-22,SD,0,0,2022-12-10-193826
2022-10-29,SD,0,0,2022-12-10-193826
2022-11-05,SD,0,0,2022-12-10-193826
2022-11-12,SD,0,0,2022-12-10-193826
2022-11-19,SD,0,0,2022-12-10-193826
2022-11-26,SD,0,0,2022-12-10-193826
2022-12-03,SD,0,0,2022-12-10-193826
2020-12-12,TN,0,3,2022-12-10-193826
2020-12-19,TN,0,2.667,2022-12-10-193826
2020-12-26,TN,0,1,2022-12-10-193826
2021-01-02,TN,0,2.333,2022-12-10-193826
2021-01-09,TN,0,2.667,2022-12-10-193826
2021-01-16,TN,0,2.667,2022-12-10-193826
2021-01-23,TN,0,1.667,2022-12-10-193826
2021-01-30,TN,0,1.667,2022-12-10-193826
2021-02-06,TN,0,1.333,2022-12-10-193826
2021-02-13,TN,0,0.667,2022-12-10-193826
2021-02-20,TN,0,1.667,2022-12-10-193826
2021-02-27,TN,0,2,2022-12-10-193826
2021-03-06,TN,0,1.667,2022-12-10-193826
2021-03-13,TN,0,0.333,2022-12-10-193826
2021-03-20,TN,0,0.333,2022-12-10-193826
2021-03-27,TN,0,0.667,2022-12-10-193826
2021-04-03,TN,0,1,2022-12-10-193826
2021-04-10,TN,0,1.667,2022-12-10-193826
2021-04-17,TN,0,2,2022-12-10-193826
2021-04-24,TN,0,1.667,2022-12-10-193826
2021-05-01,TN,0,1,2022-12-10-193826
2021-05-08,TN,0,1.333,2022-12-10-193826
2021-05-15,TN,0,2,2022-12-10-193826
2021-05-22,TN,0,2.333,2022-12-10-193826
2021-05-29,TN,0,3.333,2022-12-10-193826
2021-06-05,TN,0,4,2022-12-10-193826
2021-06-12,TN,0,4,2022-12-10-193826
2021-06-19,TN,0,2.333,2022-12-10-193826
2021-06-26,TN,0,1,2022-12-10-193826
2021-07-03,TN,0,20,2022-12-10-193826
2021-07-10,TN,0,54.667,2022-12-10-193826
2021-07-17,TN,44.026,110.667,2022-12-10-193826
2021-07-24,TN,46.831,148.667,2022-12-10-193826
2021-07-31,TN,45.319,185.667,2022-12-10-193826
2021-08-07,TN,44.047,188.333,2022-12-10-193826
2021-08-14,TN,40.477,187,2022-12-10-193826
2021-08-21,TN,33.02,170.667,2022-12-10-193826
2021-08-28,TN,29.318,160.667,2022-12-10-193826
2021-09-04,TN,22.411,144,2022-12-10-193826
2021-09-11,TN,22.566,118,2022-12-10-193826
2021-09-18,TN,16.953,94.333,2022-12-10-193826
2021-09-25,TN,14.442,82.333,2022-12-10-193826
2021-10-02,TN,13.19,81,2022-12-10-193826
2021-10-09,TN,11.837,78,2022-12-10-193826
2021-10-16,TN,13.107,66.667,2022-12-10-193826
2021-10-23,TN,10.647,56.667,2022-12-10-193826
2021-10-30,TN,9.035,52,2022-12-10-193826
2021-11-06,TN,6.516,57,2022-12-10-193826
2021-11-13,TN,4.662,67,2022-12-10-193826
2021-11-20,TN,4.565,74,2022-12-10-193826
2021-11-27,TN,5.706,77.333,2022-12-10-193826
2021-12-04,TN,6.175,76,2022-12-10-193826
2021-12-11,TN,5.275,75.667,2022-12-10-193826
2021-12-18,TN,3.838,77.333,2022-12-10-193826
2021-12-25,TN,2.717,92.667,2022-12-10-193826
2022-01-01,TN,3.256,99,2022-12-10-193826
2022-01-08,TN,1.99,93.333,2022-12-10-193826
2022-01-15,TN,2.119,68,2022-12-10-193826
2022-01-22,TN,1.695,48.333,2022-12-10-193826
2022-01-29,TN,3.177,42.667,2022-12-10-193826
2022-02-05,TN,3.805,34.333,2022-12-10-193826
2022-02-12,TN,2.764,36.667,2022-12-10-193826
2022-02-19,TN,2.057,36,2022-12-10-193826
2022-02-26,TN,0.775,42.667,2022-12-10-193826
2022-03-05,TN,0.775,40,2022-12-10-193826
2022-03-12,TN,0,36.667,2022-12-10-193826
2022-03-19,TN,0,35.333,2022-12-10-193826
2022-03-26,TN,1.01,36,2022-12-10-193826
2022-04-02,TN,2.085,35.333,2022-12-10-193826
2022-04-09,TN,4.046,32.667,2022-12-10-193826
2022-04-16,TN,3.036,37,2022-12-10-193826
2022-04-23,TN,5.062,41,2022-12-10-193826
2022-04-30,TN,4.49,45.667,2022-12-10-193826
2022-05-07,TN,4.49,42,2022-12-10-193826
2022-05-14,TN,3.649,47.333,2022-12-10-193826
2022-05-21,TN,3.423,60,2022-12-10-193826
2022-05-28,TN,6.597,69.333,2022-12-10-193826
2022-06-04,TN,6.952,66.667,2022-12-10-193826
2022-06-11,TN,7.607,56.333,2022-12-10-193826
2022-06-18,TN,7.577,53,2022-12-10-193826
2022-06-25,TN,10.135,55.333,2022-12-10-193826
2022-07-02,TN,16.768,60.667,2022-12-10-193826
2022-07-09,TN,17.327,64,2022-12-10-193826
2022-07-16,TN,22.105,67,2022-12-10-193826
2022-07-23,TN,23.564,68,2022-12-10-193826
2022-07-30,TN,26.033,74,2022-12-10-193826
2022-08-06,TN,25.503,82.333,2022-12-10-193826
2022-08-13,TN,24.09,91.667,2022-12-10-193826
2022-08-20,TN,24.627,116,2022-12-10-193826
2022-08-27,TN,23.849,130.333,2022-12-10-193826
2022-09-03,TN,27.82,140,2022-12-10-193826
2022-09-10,TN,31.592,141.667,2022-12-10-193826
2022-09-17,TN,37.825,158.667,2022-12-10-193826
2022-09-24,TN,37.3,177.333,2022-12-10-193826
2022-10-01,TN,37.828,198,2022-12-10-193826
2022-10-08,TN,31.08,203,2022-12-10-193826
2022-10-15,TN,25.054,197,2022-12-10-193826
2022-10-22,TN,17.228,175.667,2022-12-10-193826
2022-10-29,TN,11.815,166,2022-12-10-193826
2022-11-05,TN,8.987,178,2022-12-10-193826
2022-11-12,TN,8.04,175.333,2022-12-10-193826
2022-11-19,TN,6.707,174.333,2022-12-10-193826
2022-11-26,TN,5.608,150.667,2022-12-10-193826
2022-12-03,TN,5.056,151.5,2022-12-10-193826
2020-12-12,TX,2.275,47.667,2022-12-10-193826
2020-12-19,TX,2.275,49.667,2022-12-10-193826
2020-12-26,TX,0.725,58,2022-12-10-193826
2021-01-02,TX,0.417,69.333,2022-12-10-193826
2021-01-09,TX,0.768,81,2022-12-10-193826
2021-01-16,TX,1.668,83,2022-12-10-193826
2021-01-23,TX,1.252,78.333,2022-12-10-193826
2021-01-30,TX,2.031,66.333,2022-12-10-193826
2021-02-06,TX,1.527,69.667,2022-12-10-193826
2021-02-13,TX,2.717,66.333,2022-12-10-193826
2021-02-20,TX,2.421,60,2022-12-10-193826
2021-02-27,TX,3.258,50,2022-12-10-193826
2021-03-06,TX,2.068,46.667,2022-12-10-193826
2021-03-13,TX,4.503,50.333,2022-12-10-193826
2021-03-20,TX,3.977,48,2022-12-10-193826
2021-03-27,TX,4.702,48,2022-12-10-193826
2021-04-03,TX,3.608,46.333,2022-12-10-193826
2021-04-10,TX,2.899,43.667,2022-12-10-193826
2021-04-17,TX,3.623,43.667,2022-12-10-193826
2021-04-24,TX,4.137,49,2022-12-10-193826
2021-05-01,TX,6.288,56.667,2022-12-10-193826
2021-05-08,TX,6.839,58,2022-12-10-193826
2021-05-15,TX,10.121,59.667,2022-12-10-193826
2021-05-22,TX,11.795,59.333,2022-12-10-193826
2021-05-29,TX,16.791,69.667,2022-12-10-193826
2021-06-05,TX,21.845,89.667,2022-12-10-193826
2021-06-12,TX,31.227,122.333,2022-12-10-193826
2021-06-19,TX,39.56,141,2022-12-10-193826
2021-06-26,TX,43.63,169.333,2022-12-10-193826
2021-07-03,TX,46.559,221,2022-12-10-193826
2021-07-10,TX,44.951,301.667,2022-12-10-193826
2021-07-17,TX,44.118,362.667,2022-12-10-193826
2021-07-24,TX,39.201,394.667,2022-12-10-193826
2021-07-31,TX,36.285,401,2022-12-10-193826
2021-08-07,TX,32.385,383,2022-12-10-193826
2021-08-14,TX,27.118,358.333,2022-12-10-193826
2021-08-21,TX,22.284,382,2022-12-10-193826
2021-08-28,TX,15.569,442,2022-12-10-193826
2021-09-04,TX,13.194,485.333,2022-12-10-193826
2021-09-11,TX,11.094,469.667,2022-12-10-193826
2021-09-18,TX,11.531,396.667,2022-12-10-193826
2021-09-25,TX,11.288,368,2022-12-10-193826
2021-10-02,TX,10.823,335,2022-12-10-193826
2021-10-09,TX,9.914,325.333,2022-12-10-193826
2021-10-16,TX,9.914,288.667,2022-12-10-193826
2021-10-23,TX,9.482,270.667,2022-12-10-193826
2021-10-30,TX,8.732,271.333,2022-12-10-193826
2021-11-06,TX,8.913,273,2022-12-10-193826
2021-11-13,TX,8.439,276.667,2022-12-10-193826
2021-11-20,TX,8.734,279,2022-12-10-193826
2021-11-27,TX,7.341,313,2022-12-10-193826
2021-12-04,TX,7.277,333.667,2022-12-10-193826
2021-12-11,TX,6.68,349.667,2022-12-10-193826
2021-12-18,TX,6.57,351,2022-12-10-193826
2021-12-25,TX,5.83,420.333,2022-12-10-193826
2022-01-01,TX,4.654,439.667,2022-12-10-193826
2022-01-08,TX,3.157,485.333,2022-12-10-193826
2022-01-15,TX,2.365,449.333,2022-12-10-193826
2022-01-22,TX,1.872,393.667,2022-12-10-193826
2022-01-29,TX,2.817,266.667,2022-12-10-193826
2022-02-05,TX,2.579,169.333,2022-12-10-193826
2022-02-12,TX,2.531,150.667,2022-12-10-193826
2022-02-19,TX,2.469,152.667,2022-12-10-193826
2022-02-26,TX,2.976,150,2022-12-10-193826
2022-03-05,TX,3.123,135.333,2022-12-10-193826
2022-03-12,TX,2.215,110.333,2022-12-10-193826
2022-03-19,TX,2.478,101.667,2022-12-10-193826
2022-03-26,TX,4.26,94.667,2022-12-10-193826
2022-04-02,TX,5.968,102.333,2022-12-10-193826
2022-04-09,TX,6.884,92,2022-12-10-193826
2022-04-16,TX,6.773,83.667,2022-12-10-193826
2022-04-23,TX,4.937,84,2022-12-10-193826
2022-04-30,TX,4.153,84,2022-12-10-193826
2022-05-07,TX,6.356,96.667,2022-12-10-193826
2022-05-14,TX,11.596,105.667,2022-12-10-193826
2022-05-21,TX,16.376,126.333,2022-12-10-193826
2022-05-28,TX,15.833,137.333,2022-12-10-193826
2022-06-04,TX,14.363,138,2022-12-10-193826
2022-06-11,TX,11.801,133,2022-12-10-193826
2022-06-18,TX,13.476,136.333,2022-12-10-193826
2022-06-25,TX,13.746,149,2022-12-10-193826
2022-07-02,TX,15.903,157.333,2022-12-10-193826
2022-07-09,TX,14.58,147.333,2022-12-10-193826
2022-07-16,TX,14.869,139.333,2022-12-10-193826
2022-07-23,TX,14.855,141.333,2022-12-10-193826
2022-07-30,TX,15.57,142,2022-12-10-193826
2022-08-06,TX,17.113,143.333,2022-12-10-193826
2022-08-13,TX,17.797,131,2022-12-10-193826
2022-08-20,TX,18.925,152.333,2022-12-10-193826
2022-08-27,TX,17.978,202.667,2022-12-10-193826
2022-09-03,TX,16.492,247.333,2022-12-10-193826
2022-09-10,TX,17.987,289,2022-12-10-193826
2022-09-17,TX,21.308,303.333,2022-12-10-193826
2022-09-24,TX,24.087,308,2022-12-10-193826
2022-10-01,TX,26.581,322.667,2022-12-10-193826
2022-10-08,TX,25.841,313.333,2022-12-10-193826
2022-10-15,TX,25.036,359.667,2022-12-10-193826
2022-10-22,TX,20.845,390.667,2022-12-10-193826
2022-10-29,TX,19.246,462.667,2022-12-10-193826
2022-11-05,TX,17.987,460,2022-12-10-193826
2022-11-12,TX,16.62,464,2022-12-10-193826
2022-11-19,TX,14.754,401.333,2022-12-10-193826
2022-11-26,TX,13.486,368.333,2022-12-10-193826
2022-12-03,TX,13.469,319.5,2022-12-10-193826
2020-12-12,UT,0,0,2022-12-10-193826
2020-12-19,UT,0,0,2022-12-10-193826
2020-12-26,UT,0,0,2022-12-10-193826
2021-01-02,UT,0,0,2022-12-10-193826
2021-01-09,UT,0,0,2022-12-10-193826
2021-01-16,UT,0,0,2022-12-10-193826
2021-01-23,UT,0,0,2022-12-10-193826
2021-01-30,UT,0,0,2022-12-10-193826
2021-02-06,UT,0,0,2022-12-10-193826
2021-02-13,UT,0,0,2022-12-10-193826
2021-02-20,UT,0,0,2022-12-10-193826
2021-02-27,UT,0,0,2022-12-10-193826
2021-03-06,UT,0,0,2022-12-10-193826
2021-03-13,UT,0,0,2022-12-10-193826
2021-03-20,UT,0,0,2022-12-10-193826
2021-03-27,UT,0,0,2022-12-10-193826
2021-04-03,UT,0,0,2022-12-10-193826
2021-04-10,UT,0,0,2022-12-10-193826
2021-04-17,UT,0,0,2022-12-10-193826
2021-04-24,UT,0,0,2022-12-10-193826
2021-05-01,UT,0,0,2022-12-10-193826
2021-05-08,UT,0,0,2022-12-10-193826
2021-05-15,UT,0,0,2022-12-10-193826
2021-05-22,UT,0,0,2022-12-10-193826
2021-05-29,UT,0,0,2022-12-10-193826
2021-06-05,UT,0,0,2022-12-10-193826
2021-06-12,UT,0,0,2022-12-10-193826
2021-06-19,UT,0,0,2022-12-10-193826
2021-06-26,UT,0,0,2022-12-10-193826
2021-07-03,UT,0,0,2022-12-10-193826
2021-07-10,UT,0,0,2022-12-10-193826
2021-07-17,UT,0,0,2022-12-10-193826
2021-07-24,UT,0,0,2022-12-10-193826
2021-07-31,UT,0,0,2022-12-10-193826
2021-08-07,UT,0,0,2022-12-10-193826
2021-08-14,UT,0,0,2022-12-10-193826
2021-08-21,UT,0,0,2022-12-10-193826
2021-08-28,UT,0,0,2022-12-10-193826
2021-09-04,UT,0,0,2022-12-10-193826
2021-09-11,UT,0,0,2022-12-10-193826
2021-09-18,UT,0,0,2022-12-10-193826
2021-09-25,UT,0,0,2022-12-10-193826
2021-10-02,UT,0,0,2022-12-10-193826
2021-10-09,UT,0,0,2022-12-10-193826
2021-10-16,UT,0,0,2022-12-10-193826
2021-10-23,UT,0,0,2022-12-10-193826
2021-10-30,UT,0,0,2022-12-10-193826
2021-11-06,UT,0,0,2022-12-10-193826
2021-11-13,UT,0,0,2022-12-10-193826
2021-11-20,UT,0,0,2022-12-10-193826
2021-11-27,UT,0,0,2022-12-10-193826
2021-12-04,UT,0,0,2022-12-10-193826
2021-12-11,UT,0,0,2022-12-10-193826
2021-12-18,UT,0,0,2022-12-10-193826
2021-12-25,UT,0,0,2022-12-10-193826
2022-01-01,UT,0,0,2022-12-10-193826
2022-01-08,UT,0,0,2022-12-10-193826
2022-01-15,UT,0,0,2022-12-10-193826
2022-01-22,UT,0,0,2022-12-10-193826
2022-01-29,UT,0,0,2022-12-10-193826
2022-02-05,UT,0,0,2022-12-10-193826
2022-02-12,UT,0,0,2022-12-10-193826
2022-02-19,UT,0,0,2022-12-10-193826
2022-02-26,UT,0,0,2022-12-10-193826
2022-03-05,UT,0,0,2022-12-10-193826
2022-03-12,UT,0,0,2022-12-10-193826
2022-03-19,UT,0,0,2022-12-10-193826
2022-03-26,UT,0,0,2022-12-10-193826
2022-04-02,UT,0,0,2022-12-10-193826
2022-04-09,UT,0,0,2022-12-10-193826
2022-04-16,UT,0,0,2022-12-10-193826
2022-04-23,UT,0,0,2022-12-10-193826
2022-04-30,UT,0,0,2022-12-10-193826
2022-05-07,UT,0,0,2022-12-10-193826
2022-05-14,UT,0,0,2022-12-10-193826
2022-05-21,UT,0,0,2022-12-10-193826
2022-05-28,UT,0,0,2022-12-10-193826
2022-06-04,UT,0,0,2022-12-10-193826
2022-06-11,UT,0,0,2022-12-10-193826
2022-06-18,UT,0,0,2022-12-10-193826
2022-06-25,UT,0,0,2022-12-10-193826
2022-07-02,UT,0,0,2022-12-10-193826
2022-07-09,UT,0,0,2022-12-10-193826
2022-07-16,UT,0,0,2022-12-10-193826
2022-07-23,UT,0,0,2022-12-10-193826
2022-07-30,UT,0,0,2022-12-10-193826
2022-08-06,UT,0,0,2022-12-10-193826
2022-08-13,UT,0,0,2022-12-10-193826
2022-08-20,UT,0,0,2022-12-10-193826
2022-08-27,UT,0,0,2022-12-10-193826
2022-09-03,UT,0,0,2022-12-10-193826
2022-09-10,UT,0,0,2022-12-10-193826
2022-09-17,UT,0,0,2022-12-10-193826
2022-09-24,UT,0,0,2022-12-10-193826
2022-10-01,UT,0,0,2022-12-10-193826
2022-10-08,UT,0,0,2022-12-10-193826
2022-10-15,UT,0,0,2022-12-10-193826
2022-10-22,UT,0,0,2022-12-10-193826
2022-10-29,UT,0,0,2022-12-10-193826
2022-11-05,UT,0,0,2022-12-10-193826
2022-11-12,UT,0,0,2022-12-10-193826
2022-11-19,UT,0,0,2022-12-10-193826
2022-11-26,UT,0,0,2022-12-10-193826
2022-12-03,UT,0,0,2022-12-10-193826
2020-12-12,VT,0,0,2022-12-10-193826
2020-12-19,VT,0,0,2022-12-10-193826
2020-12-26,VT,0,0,2022-12-10-193826
2021-01-02,VT,0,0,2022-12-10-193826
2021-01-09,VT,0,0,2022-12-10-193826
2021-01-16,VT,0,0,2022-12-10-193826
2021-01-23,VT,0,0,2022-12-10-193826
2021-01-30,VT,0,0,2022-12-10-193826
2021-02-06,VT,0,0,2022-12-10-193826
2021-02-13,VT,0,0,2022-12-10-193826
2021-02-20,VT,0,0,2022-12-10-193826
2021-02-27,VT,0,0,2022-12-10-193826
2021-03-06,VT,0,0,2022-12-10-193826
2021-03-13,VT,0,0,2022-12-10-193826
2021-03-20,VT,0,0,2022-12-10-193826
2021-03-27,VT,0,0,2022-12-10-193826
2021-04-03,VT,0,0,2022-12-10-193826
2021-04-10,VT,0,0,2022-12-10-193826
2021-04-17,VT,0,0,2022-12-10-193826
2021-04-24,VT,0,0,2022-12-10-193826
2021-05-01,VT,0,0,2022-12-10-193826
2021-05-08,VT,0,0,2022-12-10-193826
2021-05-15,VT,0,0,2022-12-10-193826
2021-05-22,VT,0,0,2022-12-10-193826
2021-05-29,VT,0,0,2022-12-10-193826
2021-06-05,VT,0,0,2022-12-10-193826
2021-06-12,VT,0,0,2022-12-10-193826
2021-06-19,VT,0,0,2022-12-10-193826
2021-06-26,VT,0,0,2022-12-10-193826
2021-07-03,VT,0,0,2022-12-10-193826
