week,state,antigen_detections,pcr_detections,update_dts
,MN,2.8,154.2,2023-07-20-091818
,MN,2,137.2,2023-07-20-091818
,MN,1.4,126.4,2023-07-20-091818
,MN,1.4,114.8,2023-07-20-091818
,MN,1,96.8,2023-07-20-091818
,MN,1,79.2,2023-07-20-091818
,MN,0.8,65.4,2023-07-20-091818
,MN,0.4,49.6,2023-07-20-091818
,MN,0.8,32.8,2023-07-20-091818
,MN,1,23,2023-07-20-091818
,MN,0.8,18,2023-07-20-091818
,MN,0.6,17.4,2023-07-20-091818
,MN,0.6,17.8,2023-07-20-091818
,MN,0.2,17.6,2023-07-20-091818
,MN,0.2,19,2023-07-20-091818
,MN,0.2,20.6,2023-07-20-091818
,MN,0.4,20.4,2023-07-20-091818
,MN,0.4,23.8,2023-07-20-091818
,MN,0.6,26,2023-07-20-091818
,MN,1,27.4,2023-07-20-091818
,MN,1.2,29.2,2023-07-20-091818
,MN,1.6,35,2023-07-20-091818
,MN,1.8,32.2,2023-07-20-091818
,MN,1.6,30.2,2023-07-20-091818
,MN,1,33,2023-07-20-091818
,MN,1,31.2,2023-07-20-091818
,MN,0.4,30.8,2023-07-20-091818
,MN,0.2,33.2,2023-07-20-091818
,MN,0.2,36.8,2023-07-20-091818
,MN,0.2,34,2023-07-20-091818
,MN,0,35,2023-07-20-091818
,MN,0,33.6,2023-07-20-091818
,MN,0,30.8,2023-07-20-091818
,MN,0,28.4,2023-07-20-091818
,MN,0,28.6,2023-07-20-091818
,MN,0,29.4,2023-07-20-091818
,MN,0,30.2,2023-07-20-091818
,MN,0,34.2,2023-07-20-091818
,MN,0,40.2,2023-07-20-091818
,MN,0,46.4,2023-07-20-091818
,MN,0,57,2023-07-20-091818
,MN,0,75.8,2023-07-20-091818
,MN,0.4,107.6,2023-07-20-091818
,MN,1.2,154,2023-07-20-091818
,MN,3,214.4,2023-07-20-091818
,MN,5.8,297.8,2023-07-20-091818
,MN,7.2,364.8,2023-07-20-091818
,MN,8.2,420.6,2023-07-20-091818
,MN,10.2,450.2,2023-07-20-091818
,MN,10,439.4,2023-07-20-091818
,MN,7.8,433.8,2023-07-20-091818
,MN,7.2,418.6,2023-07-20-091818
,MN,6.4,383.6,2023-07-20-091818
,MN,4,339.4,2023-07-20-091818
,MN,2.4,318.4,2023-07-20-091818
,MN,2.2,245.2,2023-07-20-091818
,MN,1.6,180.4,2023-07-20-091818
,MN,1,134.8,2023-07-20-091818
,MN,0.8,102.4,2023-07-20-091818
,MN,0.8,71.8,2023-07-20-091818
,MN,0.8,58.8,2023-07-20-091818
,MN,1.4,50.8,2023-07-20-091818
,MN,2.4,40.8,2023-07-20-091818
,MN,3.6,33.6,2023-07-20-091818
,MN,4,27.4,2023-07-20-091818
,MN,4.2,21.4,2023-07-20-091818
,MN,3.8,18.4,2023-07-20-091818
,MN,3.4,14.2,2023-07-20-091818
,MN,2.4,12.6,2023-07-20-091818
,MN,2,10,2023-07-20-091818
,MN,1.4,8.4,2023-07-20-091818
,MN,1.2,6.2,2023-07-20-091818
,MN,0.8,6,2023-07-20-091818
,MN,0.4,4.8,2023-07-20-091818
,MN,0.4,4.4,2023-07-20-091818
,MN,0.4,4,2023-07-20-091818
,MN,0.2,3.6,2023-07-20-091818
,MN,0,3.2,2023-07-20-091818
,MN,0,2.2,2023-07-20-091818
,MN,0,2,2023-07-20-091818
,MN,0,1.6,2023-07-20-091818
,MN,0,1,2023-07-20-091818
,MN,0,0.8,2023-07-20-091818
,MN,0,1,2023-07-20-091818
,MN,0,0.667,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0.2,2023-07-20-091818
,MS,0,0.2,2023-07-20-091818
,MS,0,0.2,2023-07-20-091818
,MS,0,0.2,2023-07-20-091818
,MS,0,0.2,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MS,0,0,2023-07-20-091818
,MO,47,70,2023-07-20-091818
,MO,64.2,70.2,2023-07-20-091818
,MO,83.2,69,2023-07-20-091818
,MO,90.2,63.8,2023-07-20-091818
,MO,93.2,60.2,2023-07-20-091818
,MO,93,63.6,2023-07-20-091818
,MO,89.4,67.6,2023-07-20-091818
,MO,76.8,74.8,2023-07-20-091818
,MO,69.6,82,2023-07-20-091818
,MO,61.6,81.8,2023-07-20-091818
,MO,54.8,76.8,2023-07-20-091818
,MO,46,74.8,2023-07-20-091818
,MO,39.2,67.2,2023-07-20-091818
,MO,34.8,60.4,2023-07-20-091818
,MO,29.8,59.4,2023-07-20-091818
,MO,24.8,58.6,2023-07-20-091818
,MO,19.4,58.4,2023-07-20-091818
,MO,15.4,72.8,2023-07-20-091818
,MO,11.8,85.6,2023-07-20-091818
,MO,9.8,95.4,2023-07-20-091818
,MO,5.8,102.6,2023-07-20-091818
,MO,6.2,108.6,2023-07-20-091818
,MO,4.4,103.2,2023-07-20-091818
,MO,3.4,87.6,2023-07-20-091818
,MO,2.2,68,2023-07-20-091818
,MO,1.8,50.2,2023-07-20-091818
,MO,0.6,32.2,2023-07-20-091818
,MO,0.4,15.2,2023-07-20-091818
,MO,0,8.4,2023-07-20-091818
,MO,0,6.8,2023-07-20-091818
,MO,0,5,2023-07-20-091818
,MO,0,4.8,2023-07-20-091818
,MO,0,5,2023-07-20-091818
,MO,0,4.2,2023-07-20-091818
,MO,0,4.4,2023-07-20-091818
,MO,0,4.6,2023-07-20-091818
,MO,0,4.4,2023-07-20-091818
,MO,0,4.4,2023-07-20-091818
,MO,0,4,2023-07-20-091818
,MO,0,3,2023-07-20-091818
,MO,0,4,2023-07-20-091818
,MO,0,3.2,2023-07-20-091818
,MO,0.2,3,2023-07-20-091818
,MO,0.2,5.4,2023-07-20-091818
,MO,0.2,6.2,2023-07-20-091818
,MO,0.4,6.8,2023-07-20-091818
,MO,0.4,8.8,2023-07-20-091818
,MO,0.4,9.4,2023-07-20-091818
,MO,0.6,8.4,2023-07-20-091818
,MO,0.6,9.6,2023-07-20-091818
,MO,0.4,9.8,2023-07-20-091818
,MO,0.4,8.8,2023-07-20-091818
,MO,0.2,9.2,2023-07-20-091818
,MO,0,9.8,2023-07-20-091818
,MO,0,11.2,2023-07-20-091818
,MO,0.6,13.6,2023-07-20-091818
,MO,1.4,20.2,2023-07-20-091818
,MO,2.4,38.4,2023-07-20-091818
,MO,4.2,57,2023-07-20-091818
,MO,6,75.8,2023-07-20-091818
,MO,9.6,112.2,2023-07-20-091818
,MO,13.2,151.8,2023-07-20-091818
,MO,18.4,201.6,2023-07-20-091818
,MO,26.4,268.4,2023-07-20-091818
,MO,34,361.8,2023-07-20-091818
,MO,40.4,444.2,2023-07-20-091818
,MO,46.8,514.4,2023-07-20-091818
,MO,46.2,556.4,2023-07-20-091818
,MO,40.4,556.8,2023-07-20-091818
,MO,33.4,522.4,2023-07-20-091818
,MO,25.6,452,2023-07-20-091818
,MO,15.6,384.4,2023-07-20-091818
,MO,11,304.2,2023-07-20-091818
,MO,7.6,246.6,2023-07-20-091818
,MO,6,195.6,2023-07-20-091818
,MO,4,161.6,2023-07-20-091818
,MO,3.6,125.8,2023-07-20-091818
,MO,2.8,105,2023-07-20-091818
,MO,2.4,80,2023-07-20-091818
,MO,1.8,53.8,2023-07-20-091818
,MO,1,37.6,2023-07-20-091818
,MO,0.6,26,2023-07-20-091818
,MO,0.4,16.8,2023-07-20-091818
,MO,0.2,13.8,2023-07-20-091818
,MO,0,11.2,2023-07-20-091818
,MO,0,9.6,2023-07-20-091818
,MO,0,7.6,2023-07-20-091818
,MO,0,7,2023-07-20-091818
,MO,0,4.4,2023-07-20-091818
,MO,0,2.8,2023-07-20-091818
,MO,0,2,2023-07-20-091818
,MO,0,2.2,2023-07-20-091818
,MO,0,1.6,2023-07-20-091818
,MO,0,2,2023-07-20-091818
,MO,0,2.2,2023-07-20-091818
,MO,0,1.6,2023-07-20-091818
,MO,0,1,2023-07-20-091818
,MO,0,1,2023-07-20-091818
,MO,0,0.8,2023-07-20-091818
,MO,0,0.6,2023-07-20-091818
,MO,0,0.8,2023-07-20-091818
,MO,0,0.6,2023-07-20-091818
,MO,0,0.5,2023-07-20-091818
,MO,0,0.333,2023-07-20-091818
,MT,0,1,2023-07-20-091818
,MT,0,1.8,2023-07-20-091818
,MT,0,2.8,2023-07-20-091818
,MT,0,3.6,2023-07-20-091818
,MT,0,5.2,2023-07-20-091818
,MT,0,6.8,2023-07-20-091818
,MT,0,8.6,2023-07-20-091818
,MT,0,10.6,2023-07-20-091818
,MT,0,12.8,2023-07-20-091818
,MT,0,16,2023-07-20-091818
,MT,0,20.2,2023-07-20-091818
,MT,0,24.2,2023-07-20-091818
,MT,0,27.8,2023-07-20-091818
,MT,0,34.2,2023-07-20-091818
,MT,0,41.6,2023-07-20-091818
,MT,0,47.2,2023-07-20-091818
,MT,0,48.2,2023-07-20-091818
,MT,0,50.6,2023-07-20-091818
,MT,0,47.4,2023-07-20-091818
,MT,0,45.6,2023-07-20-091818
,MT,0,44.2,2023-07-20-091818
,MT,0,45.2,2023-07-20-091818
,MT,0,43.4,2023-07-20-091818
,MT,0,41.6,2023-07-20-091818
,MT,0,35.4,2023-07-20-091818
,MT,0,28.4,2023-07-20-091818
,MT,0,22.2,2023-07-20-091818
,MT,0,16.4,2023-07-20-091818
,MT,0,12.4,2023-07-20-091818
,MT,0,8.6,2023-07-20-091818
,MT,0,5.2,2023-07-20-091818
,MT,0,3.2,2023-07-20-091818
,MT,0,1.6,2023-07-20-091818
,MT,0,1.6,2023-07-20-091818
,MT,0,1.6,2023-07-20-091818
,MT,0,1.4,2023-07-20-091818
,MT,0,1,2023-07-20-091818
,MT,0,1.4,2023-07-20-091818
,MT,0,1.4,2023-07-20-091818
,MT,0,1.4,2023-07-20-091818
,MT,0,1.4,2023-07-20-091818
,MT,0,1.4,2023-07-20-091818
,MT,0,1,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.2,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.8,2023-07-20-091818
,MT,0,1,2023-07-20-091818
,MT,0,0.8,2023-07-20-091818
,MT,0,0.6,2023-07-20-091818
,MT,0,0.6,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.2,2023-07-20-091818
,MT,0,0.6,2023-07-20-091818
,MT,0,0.8,2023-07-20-091818
,MT,0,1.8,2023-07-20-091818
,MT,0,2.2,2023-07-20-091818
,MT,0,3.4,2023-07-20-091818
,MT,0,3.6,2023-07-20-091818
,MT,0,6.4,2023-07-20-091818
,MT,0,11.4,2023-07-20-091818
,MT,0,19.8,2023-07-20-091818
,MT,0,32,2023-07-20-091818
,MT,0,46,2023-07-20-091818
,MT,0,60,2023-07-20-091818
,MT,0,80.2,2023-07-20-091818
,MT,0,95,2023-07-20-091818
,MT,0,104.8,2023-07-20-091818
,MT,0,107.8,2023-07-20-091818
,MT,0,102.6,2023-07-20-091818
,MT,0,83,2023-07-20-091818
,MT,0,66.2,2023-07-20-091818
,MT,0,50.6,2023-07-20-091818
,MT,0,36,2023-07-20-091818
,MT,0,27.6,2023-07-20-091818
,MT,0,23.4,2023-07-20-091818
,MT,0.2,17.6,2023-07-20-091818
,MT,0.2,12.2,2023-07-20-091818
,MT,0.2,10.4,2023-07-20-091818
,MT,0.2,7.6,2023-07-20-091818
,MT,0.2,5.8,2023-07-20-091818
,MT,0,5.6,2023-07-20-091818
,MT,0,4.2,2023-07-20-091818
,MT,0,3.2,2023-07-20-091818
,MT,0,3,2023-07-20-091818
,MT,0,2.6,2023-07-20-091818
,MT,0,1.8,2023-07-20-091818
,MT,0,1,2023-07-20-091818
,MT,0,0.8,2023-07-20-091818
,MT,0,0.4,2023-07-20-091818
,MT,0,0.2,2023-07-20-091818
,MT,0,0.2,2023-07-20-091818
,MT,0,0.2,2023-07-20-091818
,MT,0,0.2,2023-07-20-091818
,MT,0,0.2,2023-07-20-091818
,MT,0,0.2,2023-07-20-091818
,MT,0,0,2023-07-20-091818
,MT,0,0,2023-07-20-091818
,NE,0,14,2023-07-20-091818
,NE,0,20,2023-07-20-091818
,NE,0,24,2023-07-20-091818
,NE,0,32.4,2023-07-20-091818
,NE,0,37.6,2023-07-20-091818
,NE,0,40.4,2023-07-20-091818
,NE,0,43.8,2023-07-20-091818
,NE,0.4,53,2023-07-20-091818
,NE,0.4,56.6,2023-07-20-091818
,NE,0.6,67,2023-07-20-091818
,NE,0.6,71.4,2023-07-20-091818
,NE,0.6,74.2,2023-07-20-091818
,NE,0.2,71.2,2023-07-20-091818
,NE,0.2,67.2,2023-07-20-091818
,NE,0,48,2023-07-20-091818
,NE,0.2,47.2,2023-07-20-091818
,NE,0.8,48.8,2023-07-20-091818
,NE,1.4,51.2,2023-07-20-091818
,NE,1.8,56.4,2023-07-20-091818
,NE,2,69.6,2023-07-20-091818
,NE,2.2,71.4,2023-07-20-091818
,NE,1.8,74.8,2023-07-20-091818
,NE,1.8,73.8,2023-07-20-091818
,NE,1.6,63.2,2023-07-20-091818
,NE,1.4,55,2023-07-20-091818
,NE,1.4,45,2023-07-20-091818
,NE,1.6,31.6,2023-07-20-091818
,NE,1,21.6,2023-07-20-091818
,NE,1,19.8,2023-07-20-091818
,NE,1.4,16.6,2023-07-20-091818
,NE,1,15.8,2023-07-20-091818
,NE,0.6,12,2023-07-20-091818
,NE,0.6,9.8,2023-07-20-091818
,NE,0.4,8.6,2023-07-20-091818
,NE,0,7.6,2023-07-20-091818
,NE,0.2,7.6,2023-07-20-091818
,NE,0.4,10,2023-07-20-091818
,NE,0.4,12.2,2023-07-20-091818
,NE,1.2,13.4,2023-07-20-091818
,NE,1.4,14.4,2023-07-20-091818
,NE,1.2,15.6,2023-07-20-091818
,NE,1.2,18.6,2023-07-20-091818
,NE,1.2,19,2023-07-20-091818
,NE,0.6,21.2,2023-07-20-091818
,NE,0.4,23.6,2023-07-20-091818
,NE,0.6,22.4,2023-07-20-091818
,NE,1,22,2023-07-20-091818
,NE,1.4,25.4,2023-07-20-091818
,NE,1.2,23.4,2023-07-20-091818
,NE,1.2,26,2023-07-20-091818
,NE,1.2,31.2,2023-07-20-091818
,NE,0.8,32.2,2023-07-20-091818
,NE,0.4,33.8,2023-07-20-091818
,NE,0.4,41.6,2023-07-20-091818
,NE,1.2,47.8,2023-07-20-091818
,NE,1,50.2,2023-07-20-091818
,NE,1.8,58.6,2023-07-20-091818
,NE,2.2,65,2023-07-20-091818
,NE,2.8,76,2023-07-20-091818
,NE,4,98,2023-07-20-091818
,NE,8.2,132.8,2023-07-20-091818
,NE,10.8,170.2,2023-07-20-091818
,NE,18,211.8,2023-07-20-091818
,NE,27.6,257.8,2023-07-20-091818
,NE,38.6,292.8,2023-07-20-091818
,NE,48.8,337,2023-07-20-091818
,NE,55,367.4,2023-07-20-091818
,NE,57.4,399,2023-07-20-091818
,NE,51.6,395.8,2023-07-20-091818
,NE,44.6,384,2023-07-20-091818
,NE,32.8,351,2023-07-20-091818
,NE,25.4,311,2023-07-20-091818
,NE,19.4,256.4,2023-07-20-091818
,NE,16.8,224.4,2023-07-20-091818
,NE,11.6,190,2023-07-20-091818
,NE,9.8,152.4,2023-07-20-091818
,NE,7.8,123.2,2023-07-20-091818
,NE,4.2,99.6,2023-07-20-091818
,NE,2.6,75.8,2023-07-20-091818
,NE,2.6,59,2023-07-20-091818
,NE,2,47.8,2023-07-20-091818
,NE,2,39.8,2023-07-20-091818
,NE,1.6,32.4,2023-07-20-091818
,NE,1.4,28.4,2023-07-20-091818
,NE,0.6,24.4,2023-07-20-091818
,NE,0.4,21,2023-07-20-091818
,NE,0,18,2023-07-20-091818
,NE,0.2,16.2,2023-07-20-091818
,NE,0.2,13,2023-07-20-091818
,NE,0.2,10.4,2023-07-20-091818
,NE,0.4,8,2023-07-20-091818
,NE,0.4,6.2,2023-07-20-091818
,NE,0.2,5.4,2023-07-20-091818
,NE,0.2,3.6,2023-07-20-091818
,NE,0.2,3,2023-07-20-091818
,NE,0,2,2023-07-20-091818
,NE,0,1.6,2023-07-20-091818
,NE,0.4,1.4,2023-07-20-091818
,NE,0.4,1.6,2023-07-20-091818
,NE,0.4,1.6,2023-07-20-091818
,NE,0.4,1.2,2023-07-20-091818
,NE,0.5,1,2023-07-20-091818
,NE,0,1,2023-07-20-091818
,NE,0,0.667,2023-07-20-091818
,NV,0,2.8,2023-07-20-091818
,NV,0,3,2023-07-20-091818
,NV,0,4.2,2023-07-20-091818
,NV,0,5.6,2023-07-20-091818
,NV,0,8.8,2023-07-20-091818
,NV,0,11,2023-07-20-091818
,NV,0,13.6,2023-07-20-091818
,NV,0,14.2,2023-07-20-091818
,NV,0,18.4,2023-07-20-091818
,NV,0,20.2,2023-07-20-091818
,NV,0,20.6,2023-07-20-091818
,NV,0,19.6,2023-07-20-091818
,NV,0,20,2023-07-20-091818
,NV,0,17.2,2023-07-20-091818
,NV,0,15.6,2023-07-20-091818
,NV,0,14.2,2023-07-20-091818
,NV,0,15.2,2023-07-20-091818
,NV,0,17,2023-07-20-091818
,NV,0,20,2023-07-20-091818
,NV,0,22.2,2023-07-20-091818
,NV,0,24.2,2023-07-20-091818
,NV,0,24.6,2023-07-20-091818
,NV,0,23,2023-07-20-091818
,NV,0,19.4,2023-07-20-091818
,NV,0,14.6,2023-07-20-091818
,NV,0,10.6,2023-07-20-091818
,NV,0,7.4,2023-07-20-091818
,NV,0,4.8,2023-07-20-091818
,NV,0,2.6,2023-07-20-091818
,NV,0,1.8,2023-07-20-091818
,NV,0,1.4,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,1.2,2023-07-20-091818
,NV,0,1.4,2023-07-20-091818
,NV,0,1.6,2023-07-20-091818
,NV,0,1.6,2023-07-20-091818
,NV,0,1.4,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,1.2,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,0.8,2023-07-20-091818
,NV,0,0.6,2023-07-20-091818
,NV,0,0.6,2023-07-20-091818
,NV,0,0.8,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,0.8,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,0.6,2023-07-20-091818
,NV,0,0.6,2023-07-20-091818
,NV,0,0.8,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,1.2,2023-07-20-091818
,NV,0,1.4,2023-07-20-091818
,NV,0,1.2,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,1.4,2023-07-20-091818
,NV,0,1.2,2023-07-20-091818
,NV,0,1.6,2023-07-20-091818
,NV,0,2.2,2023-07-20-091818
,NV,0,4,2023-07-20-091818
,NV,0,7,2023-07-20-091818
,NV,0,12.8,2023-07-20-091818
,NV,0,22.6,2023-07-20-091818
,NV,0,30.2,2023-07-20-091818
,NV,0,34.6,2023-07-20-091818
,NV,0,34,2023-07-20-091818
,NV,0,29.8,2023-07-20-091818
,NV,0,21.4,2023-07-20-091818
,NV,0,15.4,2023-07-20-091818
,NV,0,9.6,2023-07-20-091818
,NV,0,6.4,2023-07-20-091818
,NV,0,4.8,2023-07-20-091818
,NV,0,3.2,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,0.8,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,1.2,2023-07-20-091818
,NV,0,1.2,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,0.6,2023-07-20-091818
,NV,0,0.6,2023-07-20-091818
,NV,0,0.4,2023-07-20-091818
,NV,0,0.4,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,1.4,2023-07-20-091818
,NV,0,1.2,2023-07-20-091818
,NV,0,1.2,2023-07-20-091818
,NV,0,1,2023-07-20-091818
,NV,0,0.4,2023-07-20-091818
,NV,0,0,2023-07-20-091818
,NV,0,0.2,2023-07-20-091818
,NV,0,0.2,2023-07-20-091818
,NV,0,0.2,2023-07-20-091818
,NV,0,0.2,2023-07-20-091818
,NV,0,0.2,2023-07-20-091818
,NV,0,0,2023-07-20-091818
,NV,0,0,2023-07-20-091818
,NV,0,0,2023-07-20-091818
,NV,0,0.2,2023-07-20-091818
,NV,0,0.2,2023-07-20-091818
,NV,0,0.25,2023-07-20-091818
,NV,0,0.333,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,0,2023-07-20-091818
,NH,0,11,2023-07-20-091818
,NH,0,34.6,2023-07-20-091818
,NH,0,59.6,2023-07-20-091818
,NH,0,94.2,2023-07-20-091818
,NH,0,112.6,2023-07-20-091818
,NH,0,122.8,2023-07-20-091818
,NH,0,116.2,2023-07-20-091818
,NH,0,102.8,2023-07-20-091818
,NH,0,79.4,2023-07-20-091818
,NH,0,68.2,2023-07-20-091818
,NH,0,54.2,2023-07-20-091818
,NH,0,42,2023-07-20-091818
,NH,0,33.2,2023-07-20-091818
,NH,0,25.2,2023-07-20-091818
,NH,0,23.6,2023-07-20-091818
,NH,0,18.2,2023-07-20-091818
,NH,0,15,2023-07-20-091818
,NH,0,13.2,2023-07-20-091818
,NH,0,10.8,2023-07-20-091818
,NH,0,5.6,2023-07-20-091818
,NH,0,4.4,2023-07-20-091818
,NH,0,3,2023-07-20-091818
,NH,0,2.6,2023-07-20-091818
,NH,0,3,2023-07-20-091818
,NH,0,2.8,2023-07-20-091818
,NH,0,2.4,2023-07-20-091818
,NH,0,3.8,2023-07-20-091818
,NH,0,3.6,2023-07-20-091818
,NH,0,2.6,2023-07-20-091818
,NH,0,2.6,2023-07-20-091818
,NH,0,2.4,2023-07-20-091818
,NH,0,1,2023-07-20-091818
,NH,0,0.6,2023-07-20-091818
,NH,0,0.4,2023-07-20-091818
,NH,0,0.4,2023-07-20-091818
,NH,0,0.4,2023-07-20-091818
,NH,0,0.2,2023-07-20-091818
,NH,0,0.6,2023-07-20-091818
,NH,0,0.75,2023-07-20-091818
